11.44,8.508,10.1,6,9.186,7.917,8.736,10.22,9.778,13.71,8.54,6,11.94,6,7.746,6,14.93,14.1,10.09,6.446,11.51,11.15,9.195,11.41,11.15,10.8,7.227,6,8.837,7.524,10.47,10.04
1.604,1.278,1.455,1,1.354,1.213,1.304,1.442,1.42,1.712,1.282,1,1.66,1,1.194,1,2.045,1.796,1.456,1.05,1.612,1.572,1.355,1.601,1.574,1.533,1.136,1,1.32,1.169,1.498,1.448
1.379,2.094,1.522,3,1.281,2.706,1.386,1,1.347,1,1.178,3,1.132,3,1.228,3,1.461,1,1.233,2.068,1.055,1.55,1.308,1.037,1,1,1.346,3,3,2.869,1.645,1.59
3.206,4.514,3.45,3.499,3.43,3.915,3.538,3.635,3.437,15,3.464,3.763,4.25,3.763,3.551,3.763,14.87,11.07,1.301,1.917,2.733,4.976,1.523,2.715,19.86,18.52,1.852,1.915,4.497,3.94,1.576,2.194
0.0514,0.1002,0.04226,0.07074,0.04031,0.054,0.04506,0.1232,0.04614,0.09502,0.03727,0.1124,0.06327,0.1124,0.0392,0.1124,0.4711,0.06534,0.05008,0.04903,0.05378,0.07526,0.05246,0.09315,0.1255,0.1193,0.03342,0.05171,0.0706,0.05936,0.08622,0.08112
-0.4769,-2.018,-0.5524,-1.704,-0.4491,-1.041,-1.034,-2.985,-0.4469,-0.7172,-0.7478,-1.7,-0.3407,-1.7,-0.9083,-1.7,-5.694,-0.7106,-0.9873,-1.071,-1.007,-0.9118,-0.9997,-2.234,-1.707,-1.262,-0.6678,-1.086,-0.9437,-1.067,-2.405,-2.028
6.366,17.23,5.405,14.73,5.93,10.86,10.01,25.6,5.697,12.93,7.71,11.71,6.602,11.71,9.301,11.71,42.73,11.27,7.829,9.137,10.48,9.455,8.009,20.25,24.85,19.72,6.489,9.439,9.731,10.91,20.13,17.73
